AIRPORT CODE,FBO,CITY,STATE,PHONE NUMBER,AVGAS QUANTITY,AVGAS PRICE PER UNIT,JET A WITH ADD QUANTITY,JET A WITH ADD PRICE PER UNIT,JET A QUANTITY,JET A PRICE PER UNIT,CN JET A QUANTITY,CN JET A PRICE PER UNIT,CN JET A WITH ADD QUANTITY,CN JET A WITH ADD PRICE PER UNIT,SAF QUANTITY,SAF PRICE PER UNIT,SAF WITH ADD QUANTITY,SAF WITH ADD PRICE PER UNIT,ICAO
OCH,City of Nacogdoches,Nacodoches,TX,936-560-9567,,, 200 - 299,$4.89 , 200 - 299,$4.89 ,,,,,,,,,KOCH
OCH,City of Nacogdoches,Nacodoches,TX,936-560-9567,,, 300 - 399,$4.84 , 300 - 399,$4.84 ,,,,,,,,,KOCH
OCH,City of Nacogdoches,Nacodoches,TX,936-560-9567,,,400+,$4.79 ,400+,$4.79 ,,,,,,,,,KOCH
OCW,City of Washington,Washington,NC,252-975-9302,,,1+,$4.59 ,1+,$4.59 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KOCW
ODO,Odessa Airport Schlemeyer Field,Odessa,TX,432-498-4000,,,1+,$4.67 ,1+,$4.57 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KODO
OFP,HOVA Flight Services,Ashland,VA,804-798-6500,,, 0 - 199,$5.28 , 0 - 199,$5.28 ,All Quantities,$0.15 ,,,All Quantities,$0.15 ,,,KOFP
OFP,HOVA Flight Services,Ashland,VA,804-798-6500,,, 200 - 399,$5.18 , 200 - 399,$5.18 ,,,,,,,,,KOFP
OFP,HOVA Flight Services,Ashland,VA,804-798-6500,,, 400 - 599,$5.08 , 400 - 599,$5.08 ,,,,,,,,,KOFP
OFP,HOVA Flight Services,Ashland,VA,804-798-6500,,, 600 - 999,$4.98 , 600 - 999,$4.98 ,,,,,,,,,KOFP
OFP,HOVA Flight Services,Ashland,VA,804-798-6500,,,1000+,$4.88 ,1000+,$4.88 ,,,,,,,,,KOFP
OGB,"Orangeburg, City of",Orangeburg,SC,803-534-5545,,,All Quantities,$5.02 ,All Quantities,$5.02 ,1+,$0.00 ,,,1+,$0.00 ,,,KOGB
OGG,Atlantic OGG,Kahului,HI,945-348-3090,,, 0 - 300,$7.19 , 0 - 300,$7.04 ,,,,,,,,,PHOG
OGG,Atlantic OGG,Kahului,HI,945-348-3090,,, 301 - 600,$6.82 , 301 - 600,$6.67 ,,,,,,,,,PHOG
OGG,Atlantic OGG,Kahului,HI,945-348-3090,,, 601 - 900,$6.45 , 601 - 900,$6.30 ,,,,,,,,,PHOG
OGG,Atlantic OGG,Kahului,HI,945-348-3090,,, 901 - 1200,$6.07 , 901 - 1200,$5.92 ,,,,,,,,,PHOG
OGG,Atlantic OGG,Kahului,HI,945-348-3090,,, 1201 - 1500,$5.69 , 1201 - 1500,$5.54 ,,,,,,,,,PHOG
OGG,Atlantic OGG,Kahului,HI,945-348-3090,,,1501+,$5.32 ,1501+,$5.17 ,,,,,,,,,PHOG
OKB,KDG Aviation,Oceanside,CA,818-241-0800,,,All Quantities,$5.40 ,All Quantities,$5.40 ,,,,,,,,,KOKB
OMA,Atlantic OMA,Omaha,NE,945-348-3090,,, 1 - 200,$6.92 , 1 - 200,$6.77 ,,,,,,,,,KOMA
OMA,Atlantic OMA,Omaha,NE,945-348-3090,,, 201 - 400,$6.73 , 201 - 400,$6.58 ,,,,,,,,,KOMA
OMA,Atlantic OMA,Omaha,NE,945-348-3090,,, 401 - 600,$6.55 , 401 - 600,$6.40 ,,,,,,,,,KOMA
OMA,Atlantic OMA,Omaha,NE,945-348-3090,,, 601 - 800,$6.35 , 601 - 800,$6.20 ,,,,,,,,,KOMA
OMA,Atlantic OMA,Omaha,NE,945-348-3090,,, 801 - 1000,$6.15 , 801 - 1000,$6.00 ,,,,,,,,,KOMA
OMA,Atlantic OMA,Omaha,NE,945-348-3090,,, 1001 - 2500,$5.96 , 1001 - 2500,$5.81 ,,,,,,,,,KOMA
OMA,Atlantic OMA,Omaha,NE,945-348-3090,,, 2501 - 5000,$5.10 , 2501 - 5000,$4.95 ,,,,,,,,,KOMA
OMA,Atlantic OMA,Omaha,NE,945-348-3090,,,5001+,$4.25 ,5001+,$4.10 ,,,,,,,,,KOMA
ONT,Guardian Jet Center,Ontario,CA,760-808-9106,,, 1 - 2500,$5.95 , 1 - 2500,$5.68 ,,,,,,,,,KONT
ONT,Guardian Jet Center,Ontario,CA,760-808-9106,,, 2501 - 5000,$5.80 , 2501 - 5000,$5.53 ,,,,,,,,,KONT
ONT,Guardian Jet Center,Ontario,CA,760-808-9106,,,5001+,$5.70 ,5001+,$5.43 ,,,,,,,,,KONT
ONX,Currituck Regional Airport,Maple,NC,252-232-6000,,,All Quantities,$4.88 ,All Quantities,$4.88 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KONX
OPF,Atlantic OPF,Opa Locka,FL,945-348-3090,,, 0 - 300,$6.22 , 0 - 300,$6.07 ,,,,,,,,,KOPF
OPF,Atlantic OPF,Opa Locka,FL,945-348-3090,,, 301 - 600,$5.95 , 301 - 600,$5.80 ,,,,,,,,,KOPF
OPF,Atlantic OPF,Opa Locka,FL,945-348-3090,,, 601 - 900,$5.66 , 601 - 900,$5.51 ,,,,,,,,,KOPF
OPF,Atlantic OPF,Opa Locka,FL,945-348-3090,,, 901 - 1200,$5.37 , 901 - 1200,$5.22 ,,,,,,,,,KOPF
OPF,Atlantic OPF,Opa Locka,FL,945-348-3090,,, 1201 - 1500,$5.08 , 1201 - 1500,$4.93 ,,,,,,,,,KOPF
OPF,Atlantic OPF,Opa Locka,FL,945-348-3090,,,1501+,$4.80 ,1501+,$4.65 ,,,,,,,,,KOPF
OQU,Flight Level Aviation OQU,North Kingstown,RI,401-295-5020,,, 1 - 500,$7.12 , 1 - 500,$7.02 ,,,,,,,,,KOQU
OQU,Flight Level Aviation OQU,North Kingstown,RI,401-295-5020,,, 501 - 1000,$7.04 , 501 - 1000,$6.94 ,,,,,,,,,KOQU
OQU,Flight Level Aviation OQU,North Kingstown,RI,401-295-5020,,, 1001 - 2000,$6.99 , 1001 - 2000,$6.89 ,,,,,,,,,KOQU
OQU,Flight Level Aviation OQU,North Kingstown,RI,401-295-5020,,,2001+,$6.64 ,2001+,$6.54 ,,,,,,,,,KOQU
ORE,Orange Municipal Airport,Orange,MA,978-544-8189,,,All Quantities,$5.58 ,All Quantities,$5.58 ,,,,,,,,,KORE
ORG,Orange County Texas,Orange,TX,409-882-7861,,,All Quantities,$4.26 ,All Quantities,$4.26 ,1+,$0.00 ,,,1+,$0.00 ,,,KORG
ORH,Atlantic ORH,Worcester,MA,945-348-3090,,, 0 - 300,$7.42 , 0 - 300,$7.27 ,,,,,,,,,KORH
ORH,Atlantic ORH,Worcester,MA,945-348-3090,,, 301 - 600,$7.38 , 301 - 600,$7.23 ,,,,,,,,,KORH
ORH,Atlantic ORH,Worcester,MA,945-348-3090,,, 601 - 900,$7.33 , 601 - 900,$7.18 ,,,,,,,,,KORH
ORH,Atlantic ORH,Worcester,MA,945-348-3090,,, 901 - 1200,$7.27 , 901 - 1200,$7.12 ,,,,,,,,,KORH
ORH,Atlantic ORH,Worcester,MA,945-348-3090,,, 1201 - 1500,$7.22 , 1201 - 1500,$7.07 ,,,,,,,,,KORH
ORH,Atlantic ORH,Worcester,MA,945-348-3090,,,1501+,$7.16 ,1501+,$7.01 ,,,,,,,,,KORH
ORL,Atlantic ORL,Orlando,FL,972-905-2513,,, 0 - 200,$6.25 , 0 - 200,$6.10 ,,,,,,,,,KORL
ORL,Atlantic ORL,Orlando,FL,972-905-2513,,, 201 - 400,$6.19 , 201 - 400,$6.04 ,,,,,,,,,KORL
ORL,Atlantic ORL,Orlando,FL,972-905-2513,,, 401 - 600,$6.13 , 401 - 600,$5.98 ,,,,,,,,,KORL
ORL,Atlantic ORL,Orlando,FL,972-905-2513,,, 601 - 800,$6.05 , 601 - 800,$5.90 ,,,,,,,,,KORL
ORL,Atlantic ORL,Orlando,FL,972-905-2513,,, 801 - 1000,$5.98 , 801 - 1000,$5.83 ,,,,,,,,,KORL
ORL,Atlantic ORL,Orlando,FL,972-905-2513,,,1001+,$5.91 ,1001+,$5.76 ,,,,,,,,,KORL
OSH,Basler Flight Service,Oshkosh,WI,920-236-7827,,, 0 - 250,$4.91 , 0 - 250,$4.91 ,,,,,,,,,KOSH
OSH,Basler Flight Service,Oshkosh,WI,920-236-7827,,, 251 - 500,$4.83 , 251 - 500,$4.83 ,,,,,,,,,KOSH
OSH,Basler Flight Service,Oshkosh,WI,920-236-7827,,, 501 - 1000,$4.73 , 501 - 1000,$4.73 ,,,,,,,,,KOSH
OSH,Basler Flight Service,Oshkosh,WI,920-236-7827,,,1001+,$4.63 ,1001+,$4.63 ,,,,,,,,,KOSH
OTH,COOS Aviation,North Bend,OR,541-756-5181,,,All Quantities,$6.13 ,All Quantities,$5.93 ,,,,,,,,,KOTH
OWD,Flight Level Aviation OWD,Norwood,MA,800-370-8680,,,1+,$5.56 ,1+,$5.46 ,,,,,,,,,KOWD
OXB,Ocean City Municipal,Berlin,MD,410-213-2471,,,1+,$6.24 ,1+,$6.24 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KOXB
OXC,Atlantic OXC,Oxford,CT,945-348-3090,,, 1 - 200,$7.41 , 1 - 200,$7.26 ,,,,,,,,,KOXC
OXC,Atlantic OXC,Oxford,CT,945-348-3090,,, 201 - 400,$7.33 , 201 - 400,$7.18 ,,,,,,,,,KOXC
OXC,Atlantic OXC,Oxford,CT,945-348-3090,,, 401 - 600,$7.24 , 401 - 600,$7.09 ,,,,,,,,,KOXC
OXC,Atlantic OXC,Oxford,CT,945-348-3090,,, 601 - 800,$7.15 , 601 - 800,$7.00 ,,,,,,,,,KOXC
OXC,Atlantic OXC,Oxford,CT,945-348-3090,,, 801 - 1000,$7.05 , 801 - 1000,$6.90 ,,,,,,,,,KOXC
OXC,Atlantic OXC,Oxford,CT,945-348-3090,,,1001+,$6.96 ,1001+,$6.81 ,,,,,,,,,KOXC
PAO,Rossi Aircraft Inc,Palo Alto,CA,650-493-3326,,,1+,$5.63 ,1+,$5.52 ,,,,,,,,,KPAO
PBF,Pine Bluff Aviation,Pine Bluff,AR,870-534-4131,,,All Quantities,$4.14 ,All Quantities,$4.14 ,1+,$0.00 ,,,1+,$0.00 ,,,KPBF
PBI,Atlantic PBI,West Palm Beach,FL,945-348-3090,,, 0 - 300,$7.49 , 0 - 300,$7.34 ,,,,,,,,,KPBI
PBI,Atlantic PBI,West Palm Beach,FL,945-348-3090,,, 301 - 600,$7.10 , 301 - 600,$6.95 ,,,,,,,,,KPBI
PBI,Atlantic PBI,West Palm Beach,FL,945-348-3090,,, 601 - 900,$6.70 , 601 - 900,$6.55 ,,,,,,,,,KPBI
PBI,Atlantic PBI,West Palm Beach,FL,945-348-3090,,, 901 - 1200,$6.29 , 901 - 1200,$6.14 ,,,,,,,,,KPBI
PBI,Atlantic PBI,West Palm Beach,FL,945-348-3090,,, 1201 - 1500,$5.88 , 1201 - 1500,$5.73 ,,,,,,,,,KPBI
PBI,Atlantic PBI,West Palm Beach,FL,945-348-3090,,,1501+,$5.48 ,1501+,$5.33 ,,,,,,,,,KPBI
PBI,Jet Aviation KPBI,West Palm Beach,FL,561-233-7200,,, 0 - 250,$5.25 , 0 - 250,$5.10 ,,,,,,,,,KPBI
PBI,Jet Aviation KPBI,West Palm Beach,FL,561-233-7200,,, 251 - 500,$5.22 , 251 - 500,$5.07 ,,,,,,,,,KPBI
PBI,Jet Aviation KPBI,West Palm Beach,FL,561-233-7200,,, 501 - 1000,$5.12 , 501 - 1000,$4.97 ,,,,,,,,,KPBI
PBI,Jet Aviation KPBI,West Palm Beach,FL,561-233-7200,,, 1001 - 2000,$5.07 , 1001 - 2000,$4.92 ,,,,,,,,,KPBI
PBI,Jet Aviation KPBI,West Palm Beach,FL,561-233-7200,,,2001+,$4.97 ,2001+,$4.82 ,,,,,,,,,KPBI
PCD,City of Perryville,Perryville,MO,573-605-1856,,,All Quantities,$5.18 ,All Quantities,$5.18 ,,,,,,,,,KPCD
PCM,Atlas Aviation PCM,Plant City,FL,813-752-4710,,,1+,$6.76 ,1+,$6.76 ,,,,,,,,,KPCM
PDK,Aero Center Epps Atlanta,Atlanta,GA,770-458-9851,,,1+,$5.31 ,1+,$5.26 ,1+,$0.00 ,,,1+,$0.00 ,,,KPDK
PDK,Atlantic PDK,Atlanta,GA,945-348-3090,,, 1 - 200,$6.04 , 1 - 200,$5.89 ,,,,,,,,,KPDK
PDK,Atlantic PDK,Atlanta,GA,945-348-3090,,, 201 - 400,$5.78 , 201 - 400,$5.63 ,,,,,,,,,KPDK
PDK,Atlantic PDK,Atlanta,GA,945-348-3090,,, 401 - 600,$5.49 , 401 - 600,$5.34 ,,,,,,,,,KPDK
PDK,Atlantic PDK,Atlanta,GA,945-348-3090,,, 601 - 2500,$5.21 , 601 - 2500,$5.06 ,,,,,,,,,KPDK
PDK,Atlantic PDK,Atlanta,GA,945-348-3090,,, 2501 - 5000,$4.97 , 2501 - 5000,$4.82 ,,,,,,,,,KPDK
PDK,Atlantic PDK,Atlanta,GA,945-348-3090,,, 5001 - 7500,$4.74 , 5001 - 7500,$4.59 ,,,,,,,,,KPDK
PDK,Atlantic PDK,Atlanta,GA,945-348-3090,,,7501+,$4.51 ,7501+,$4.36 ,,,,,,,,,KPDK
PDX,Atlantic PDX,Portland,OR,945-348-3090,,, 0 - 200,$7.83 , 0 - 200,$7.68 ,,,,,,,,,KPDX
PDX,Atlantic PDX,Portland,OR,945-348-3090,,, 201 - 400,$7.77 , 201 - 400,$7.62 ,,,,,,,,,KPDX
PDX,Atlantic PDX,Portland,OR,945-348-3090,,, 401 - 600,$7.72 , 401 - 600,$7.57 ,,,,,,,,,KPDX
PDX,Atlantic PDX,Portland,OR,945-348-3090,,, 601 - 800,$7.65 , 601 - 800,$7.50 ,,,,,,,,,KPDX
PDX,Atlantic PDX,Portland,OR,945-348-3090,,, 801 - 1000,$7.58 , 801 - 1000,$7.43 ,,,,,,,,,KPDX
PDX,Atlantic PDX,Portland,OR,945-348-3090,,, 1001 - 2500,$7.51 , 1001 - 2500,$7.36 ,,,,,,,,,KPDX
PDX,Atlantic PDX,Portland,OR,945-348-3090,,, 2501 - 5000,$6.52 , 2501 - 5000,$6.37 ,,,,,,,,,KPDX
PDX,Atlantic PDX,Portland,OR,945-348-3090,,, 5001 - 7500,$5.52 , 5001 - 7500,$5.37 ,,,,,,,,,KPDX
PDX,Atlantic PDX,Portland,OR,945-348-3090,,,7501+,$4.53 ,7501+,$4.38 ,,,,,,,,,KPDX
PGA,American Aviation Inc ,Page,AZ,928-608-1060,,,1+,$4.67 ,1+,$4.57 ,,,,,,,,,KPGA
PGD,PGD Air Center,Punta Gorda,FL,941-639-1101,,, 1 - 500,$5.17 , 1 - 500,$5.07 ,,,,,,,,,KPGD
PGD,PGD Air Center,Punta Gorda,FL,941-639-1101,,, 501 - 1000,$5.08 , 501 - 1000,$4.98 ,,,,,,,,,KPGD
PGD,PGD Air Center,Punta Gorda,FL,941-639-1101,,,1001+,$4.98 ,1001+,$4.88 ,,,,,,,,,KPGD
PGV,GO Air Brokerage LLC MRO Only,Wake Forest,NC,585-739-3315,,,All Quantities,$5.38 ,All Quantities,$5.34 ,1+,$0.00 ,,,1+,$0.00 ,,,KPGV
PGV,Pitt-Greenville Airport,Greenville,NC,252-902-2026,,,1+,$5.58 ,1+,$5.54 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KPGV
PHF,Rick Aviation,Newport News,VA,757-874-6415,,,1+,$5.61 ,1+,$5.61 ,All Quantities,$0.25 ,,,All Quantities,$0.25 ,,,KPHF
PHL,Atlantic PHL,Philadelphia,PA,945-348-3090,,, 0 - 200,$8.14 , 0 - 200,$7.99 ,,,,,,,,,KPHL
PHL,Atlantic PHL,Philadelphia,PA,945-348-3090,,, 201 - 400,$8.08 , 201 - 400,$7.93 ,,,,,,,,,KPHL
PHL,Atlantic PHL,Philadelphia,PA,945-348-3090,,, 401 - 600,$8.02 , 401 - 600,$7.87 ,,,,,,,,,KPHL
PHL,Atlantic PHL,Philadelphia,PA,945-348-3090,,, 601 - 800,$7.94 , 601 - 800,$7.79 ,,,,,,,,,KPHL
PHL,Atlantic PHL,Philadelphia,PA,945-348-3090,,, 801 - 1000,$7.87 , 801 - 1000,$7.72 ,,,,,,,,,KPHL
PHL,Atlantic PHL,Philadelphia,PA,945-348-3090,,, 1001 - 2500,$7.80 , 1001 - 2500,$7.65 ,,,,,,,,,KPHL
PHL,Atlantic PHL,Philadelphia,PA,945-348-3090,,, 2501 - 5000,$6.60 , 2501 - 5000,$6.45 ,,,,,,,,,KPHL
PHL,Atlantic PHL,Philadelphia,PA,945-348-3090,,, 5001 - 7500,$5.40 , 5001 - 7500,$5.25 ,,,,,,,,,KPHL
PHL,Atlantic PHL,Philadelphia,PA,945-348-3090,,,7501+,$4.20 ,7501+,$4.05 ,,,,,,,,,KPHL
PHN,St Clair County,Kimball,MI,810-364-4187,,,1+,$5.21 ,1+,$5.21 ,,,,,,,,,KPHN
PHX,Cutter Aviation PHX,Phoenix,AZ,602-273-1237,,, 1 - 300,$4.67 , 1 - 300,$4.67 ,,,,,,,,,KPHX
PHX,Cutter Aviation PHX,Phoenix,AZ,602-273-1237,,, 301 - 500,$4.57 , 301 - 500,$4.57 ,,,,,,,,,KPHX
PHX,Cutter Aviation PHX,Phoenix,AZ,602-273-1237,,, 501 - 999,$4.51 , 501 - 999,$4.51 ,,,,,,,,,KPHX
PHX,Cutter Aviation PHX,Phoenix,AZ,602-273-1237,,,1000+,$4.41 ,1000+,$4.41 ,,,,,,,,,KPHX
PHX,Jackson Jet Center PHX,Phoenix,AZ,208-884-6666,,,1+,$6.94 ,1+,$6.82 ,,,,,,,,,KPHX
PIT,Atlantic PIT,Moon Township,PA,945-348-3090,,, 0 - 200,$7.51 , 0 - 200,$7.36 ,,,,,,,,,KPIT
PIT,Atlantic PIT,Moon Township,PA,945-348-3090,,, 201 - 400,$7.41 , 201 - 400,$7.26 ,,,,,,,,,KPIT
PIT,Atlantic PIT,Moon Township,PA,945-348-3090,,, 401 - 600,$7.32 , 401 - 600,$7.17 ,,,,,,,,,KPIT
PIT,Atlantic PIT,Moon Township,PA,945-348-3090,,, 601 - 800,$7.21 , 601 - 800,$7.06 ,,,,,,,,,KPIT
PIT,Atlantic PIT,Moon Township,PA,945-348-3090,,, 801 - 1000,$7.10 , 801 - 1000,$6.95 ,,,,,,,,,KPIT
PIT,Atlantic PIT,Moon Township,PA,945-348-3090,,,1001+,$7.00 ,1001+,$6.85 ,,,,,,,,,KPIT
PKB,Mid Ohio Valley Regional,Williamstown,WV,304-464-5113,,,1+,$5.30 ,1+,$5.30 ,,,,,,,,,KPKB
PLR,St Clair County Airport,Pell City,AL,205-338-9456,,,All Quantities,$4.82 ,All Quantities,$4.82 ,,,,,,,,,KPLR
PLS,Atlantic Aviation MBPV,Providenciales,,945-348-3090,,, 1 - 200,$6.11 , 1 - 200,$5.96 ,,,,,,,,,MBPV
PLS,Atlantic Aviation MBPV,Providenciales,,945-348-3090,,, 201 - 400,$6.05 , 201 - 400,$5.90 ,,,,,,,,,MBPV
PLS,Atlantic Aviation MBPV,Providenciales,,945-348-3090,,, 401 - 600,$6.00 , 401 - 600,$5.85 ,,,,,,,,,MBPV
PLS,Atlantic Aviation MBPV,Providenciales,,945-348-3090,,, 601 - 800,$5.94 , 601 - 800,$5.79 ,,,,,,,,,MBPV
PLS,Atlantic Aviation MBPV,Providenciales,,945-348-3090,,,801+,$5.89 ,801+,$5.74 ,,,,,,,,,MBPV
PLS,Provo Air Center MBPV-PLS,Providenciales,,649-432-0605,,,1+,$4.89 ,1+,$4.77 ,,,,,,,,,MBPV
PMU,Panola Aviation,Batesville,MS,662-426-8086,,,All Quantities,$4.82 ,All Quantities,$4.82 ,,,,,,,,,KPMU
PNE,Atlantic PNE,Philadelphia,PA,972-905-2513,,, 0 - 200,$7.81 , 0 - 200,$7.66 ,,,,,,,,,KPNE
PNE,Atlantic PNE,Philadelphia,PA,972-905-2513,,, 201 - 400,$7.75 , 201 - 400,$7.60 ,,,,,,,,,KPNE
PNE,Atlantic PNE,Philadelphia,PA,972-905-2513,,, 401 - 600,$7.70 , 401 - 600,$7.55 ,,,,,,,,,KPNE
PNE,Atlantic PNE,Philadelphia,PA,972-905-2513,,, 601 - 800,$7.63 , 601 - 800,$7.48 ,,,,,,,,,KPNE
PNE,Atlantic PNE,Philadelphia,PA,972-905-2513,,, 801 - 1000,$7.56 , 801 - 1000,$7.41 ,,,,,,,,,KPNE
PNE,Atlantic PNE,Philadelphia,PA,972-905-2513,,,1001+,$7.49 ,1001+,$7.34 ,,,,,,,,,KPNE
POF,City of Poplar Bluff,Poplar Bluff,MO,573-686-8669,,,All Quantities,$4.41 ,All Quantities,$4.41 ,,,,,,,,,KPOF
POU,Flight Level Aviation POU,Wappinger Falls,NY,845-849-3770,,, 1 - 400,$6.34 , 1 - 400,$6.24 ,,,,,,,,,KPOU
POU,Flight Level Aviation POU,Wappinger Falls,NY,845-849-3770,,,401+,$6.26 ,401+,$6.15 ,,,,,,,,,KPOU
PRC,Cutter Aviation PRC,Prescott,AZ,928-443-9333,,, 1 - 300,$5.75 , 1 - 300,$5.75 ,,,,,,,,,KPRC
PRC,Cutter Aviation PRC,Prescott,AZ,928-443-9333,,, 301 - 500,$5.65 , 301 - 500,$5.65 ,,,,,,,,,KPRC
PRC,Cutter Aviation PRC,Prescott,AZ,928-443-9333,,, 501 - 999,$5.50 , 501 - 999,$5.50 ,,,,,,,,,KPRC
PRC,Cutter Aviation PRC,Prescott,AZ,928-443-9333,,,1000+,$5.25 ,1000+,$5.25 ,,,,,,,,,KPRC
PSM,Port City Air (Intl Fueling Only),Portsmouth,NH,603-430-1111,,, 1 - 999,$4.23 , 1 - 999,$4.17 ,,,,,,,,,KPSM
PSM,Port City Air (Intl Fueling Only),Portsmouth,NH,603-430-1111,,, 1000 - 2999,$4.10 , 1000 - 2999,$4.04 ,,,,,,,,,KPSM
PSM,Port City Air (Intl Fueling Only),Portsmouth,NH,603-430-1111,,, 3000 - 3999,$4.05 , 3000 - 3999,$3.99 ,,,,,,,,,KPSM
PSM,Port City Air (Intl Fueling Only),Portsmouth,NH,603-430-1111,,,4000+,$4.00 ,4000+,$3.94 ,,,,,,,,,KPSM
PSM,Port City Air - Commercial,Portsmouth,NH,630-430-1111,,,All Quantities,$3.69 ,All Quantities,$3.63 ,,,,,,,,,PSM
PSM,Port City Air Inc,Portsmouth,NH,603-430-1111,,, 1 - 999,$5.23 , 1 - 999,$5.17 ,,,,,,,,,KPSM
PSM,Port City Air Inc,Portsmouth,NH,603-430-1111,,, 1000 - 2999,$5.00 , 1000 - 2999,$4.94 ,,,,,,,,,KPSM
PSM,Port City Air Inc,Portsmouth,NH,603-430-1111,,, 3000 - 3999,$4.95 , 3000 - 3999,$4.89 ,,,,,,,,,KPSM
PSM,Port City Air Inc,Portsmouth,NH,603-430-1111,,,4000+,$4.90 ,4000+,$4.84 ,,,,,,,,,KPSM
PSP,Atlantic PSP,Palm Springs,CA,945-348-3090,,, 0 - 200,$7.73 , 0 - 200,$7.57 ,,,,,,,,,KPSP
PSP,Atlantic PSP,Palm Springs,CA,945-348-3090,,, 201 - 400,$7.55 , 201 - 400,$7.39 ,,,,,,,,,KPSP
PSP,Atlantic PSP,Palm Springs,CA,945-348-3090,,, 401 - 600,$7.35 , 401 - 600,$7.19 ,,,,,,,,,KPSP
PSP,Atlantic PSP,Palm Springs,CA,945-348-3090,,, 601 - 800,$7.15 , 601 - 800,$6.99 ,,,,,,,,,KPSP
PSP,Atlantic PSP,Palm Springs,CA,945-348-3090,,, 801 - 1000,$6.95 , 801 - 1000,$6.79 ,,,,,,,,,KPSP
PSP,Atlantic PSP,Palm Springs,CA,945-348-3090,,,1001+,$6.75 ,1001+,$6.59 ,,,,,,,,,KPSP
PTB,Tri Cities Executive,Petersburg,VA,804-861-0218,,,1+,$5.20 ,1+,$5.20 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KPTB
PTK,Premier Jet Services PTK,Waterford,MI,248-666-4300,,, 1 - 249,$4.56 , 1 - 249,$4.43 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KPTK
PTK,Premier Jet Services PTK,Waterford,MI,248-666-4300,,, 250 - 499,$4.42 , 250 - 499,$4.29 ,,,,,,,,,KPTK
PTK,Premier Jet Services PTK,Waterford,MI,248-666-4300,,, 500 - 749,$4.26 , 500 - 749,$4.13 ,,,,,,,,,KPTK
PTK,Premier Jet Services PTK,Waterford,MI,248-666-4300,,, 750 - 999,$4.20 , 750 - 999,$4.08 ,,,,,,,,,KPTK
PTK,Premier Jet Services PTK,Waterford,MI,248-666-4300,,,1000+,$4.15 ,1000+,$4.02 ,,,,,,,,,KPTK
PVD,Atlantic PVD,Warwick,RI,401-738-2600,,, 0 - 300,$9.24 , 0 - 300,$9.09 ,,,,,,,,,KPVD
PVD,Atlantic PVD,Warwick,RI,401-738-2600,,, 301 - 600,$9.17 , 301 - 600,$9.02 ,,,,,,,,,KPVD
PVD,Atlantic PVD,Warwick,RI,401-738-2600,,, 601 - 900,$9.08 , 601 - 900,$8.93 ,,,,,,,,,KPVD
PVD,Atlantic PVD,Warwick,RI,401-738-2600,,, 901 - 1200,$9.00 , 901 - 1200,$8.85 ,,,,,,,,,KPVD
PVD,Atlantic PVD,Warwick,RI,401-738-2600,,, 1201 - 1500,$8.92 , 1201 - 1500,$8.77 ,,,,,,,,,KPVD
PVD,Atlantic PVD,Warwick,RI,401-738-2600,,,1501+,$8.84 ,1501+,$8.69 ,,,,,,,,,KPVD
PVE,Beech River Regional Airport,Darden,TN,731-845-5740,,,All Quantities,$4.35 ,All Quantities,$4.35 ,,,,,,,,,KPVE
PWA,Atlantic PWA,Bethany,OK,945-348-3090,,, 0 - 200,$5.52 , 0 - 200,$5.37 ,,,,,,,,,KPWA
PWA,Atlantic PWA,Bethany,OK,945-348-3090,,, 201 - 400,$5.47 , 201 - 400,$5.32 ,,,,,,,,,KPWA
PWA,Atlantic PWA,Bethany,OK,945-348-3090,,, 401 - 600,$5.42 , 401 - 600,$5.27 ,,,,,,,,,KPWA
PWA,Atlantic PWA,Bethany,OK,945-348-3090,,, 601 - 800,$5.35 , 601 - 800,$5.20 ,,,,,,,,,KPWA
PWA,Atlantic PWA,Bethany,OK,945-348-3090,,, 801 - 1000,$5.29 , 801 - 1000,$5.14 ,,,,,,,,,KPWA
PWA,Atlantic PWA,Bethany,OK,945-348-3090,,,1001+,$5.23 ,1001+,$5.08 ,,,,,,,,,KPWA
PWG,JAG Aviation,McGregor,TX,254-723-1847,,, 1 - 99,$5.72 , 1 - 99,$5.72 ,,,,,,,,,KPWG
PWG,JAG Aviation,McGregor,TX,254-723-1847,,, 100 - 249,$5.63 , 100 - 249,$5.63 ,,,,,,,,,KPWG
PWG,JAG Aviation,McGregor,TX,254-723-1847,,, 250 - 499,$5.53 , 250 - 499,$5.53 ,,,,,,,,,KPWG
PWG,JAG Aviation,McGregor,TX,254-723-1847,,,500+,$5.43 ,500+,$5.43 ,,,,,,,,,KPWG
PWK,Ascension FBO Network KPWK,Prospect Heights,IL,847-325-0566,,, 0 - 300,$7.64 , 0 - 300,$7.48 ,,,,,,,,,KPWK
PWK,Ascension FBO Network KPWK,Prospect Heights,IL,847-325-0566,,, 301 - 400,$7.61 , 301 - 400,$7.45 ,,,,,,,,,KPWK
